"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-64","Variable",12.4,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-64","Numerator",9800,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-64","Denominator",79500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-64","Confidence",7.7,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-19","Denominator",5300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 20-24","Denominator",5600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 25-29","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 25-29","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 25-29","Denominator",10300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 25-29","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 30-39","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 30-39","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 30-39","Denominator",14300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 30-39","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 40-49","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 40-49","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 40-49","Denominator",13600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 40-49","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 50-64","Variable",18.3,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 50-64","Numerator",5600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 50-64","Denominator",30500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1 only - aged 50-64","Confidence",8.4,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-64","Variable",1.2,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-64","Numerator",1000,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-64","Denominator",79500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-64","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-19","Denominator",5300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 20-24","Denominator",5600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 25-29","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 25-29","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 25-29","Denominator",10300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 25-29","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 30-39","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 30-39","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 30-39","Denominator",14300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 30-39","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 40-49","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 40-49","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 40-49","Denominator",13600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 40-49","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 50-64","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 50-64","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 50-64","Denominator",30500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with other qualifications (NVQ) - aged 50-64","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-64","Variable",3.7,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-64","Numerator",3000,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-64","Denominator",79500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-64","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-19","Denominator",5300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 20-24","Denominator",5600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 25-29","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 25-29","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 25-29","Denominator",10300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 25-29","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 30-39","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 30-39","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 30-39","Denominator",14300,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 30-39","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 40-49","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 40-49","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 40-49","Denominator",13600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 40-49","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 50-64","Variable",4.9,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 50-64","Numerator",1500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 50-64","Denominator",30500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with no qualifications (NVQ) - aged 50-64","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ3+ - aged 16-64","Variable",68.2,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ3+ - aged 16-64","Numerator",54200,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ3+ - aged 16-64","Denominator",79500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ3+ - aged 16-64","Confidence",10.9,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ2+ - aged 16-64","Variable",82.7,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ2+ - aged 16-64","Numerator",65800,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ2+ - aged 16-64","Denominator",79500,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ2+ - aged 16-64","Confidence",8.9,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1+ - aged 16-64","Variable",95.1,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1+ - aged 16-64","Numerator",75600,"Normal Value"
"Jan 2020-Dec 2020","South Norfolk","E07000149","% with NVQ1+ - aged 16-64","Denominator",79500,"Normal Value"
