"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-64","Variable",11.3,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-64","Numerator",6400,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-64","Denominator",56400,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-64","Confidence",9.2,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-19","Denominator",5300,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 20-24","Denominator",3900,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 25-29","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 25-29","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 25-29","Denominator",6200,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 25-29","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 30-39","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 30-39","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 30-39","Denominator",8300,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 30-39","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 40-49","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 40-49","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 40-49","Denominator",15200,"Normal Value"
"Jan 2016-Dec 2016","Runnymede","E07000212","% with NVQ1 only - aged 40-49","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
