"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Variable",10.7,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Numerator",4500,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Denominator",41600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Confidence",2.3,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Variable",34.5,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Numerator",14300,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Denominator",41600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Confidence",3.5,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - R-U:other services (SIC 2007)","Variable",6.0,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - R-U:other services (SIC 2007)","Numerator",2500,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - R-U:other services (SIC 2007)","Denominator",41600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - R-U:other services (SIC 2007)","Confidence",1.8,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - G-U:total services (SIC 2007)","Variable",77.0,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - G-U:total services (SIC 2007)","Numerator",32100,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - G-U:total services (SIC 2007)","Denominator",41600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% all in employment who work in - G-U:total services (SIC 2007)","Confidence",3.1,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","all persons employed in public sector as % of all persons in employment","Variable",27.6,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","all persons employed in public sector as % of all persons in employment","Numerator",11300,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","all persons employed in public sector as % of all persons in employment","Denominator",41000,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","all persons employed in public sector as % of all persons in employment","Confidence",3.3,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-64","Variable",22.0,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-64","Numerator",11100,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-64","Denominator",50600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-64","Confidence",2.8,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-19","Denominator",4700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 20-24","Variable",18.6,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 20-24","Numerator",700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 20-24","Denominator",3600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 20-24","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 25-29","Variable",23.9,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 25-29","Numerator",900,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 25-29","Denominator",3700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 25-29","Confidence",13.7,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 30-39","Variable",26.7,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 30-39","Numerator",2100,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 30-39","Denominator",7800,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 30-39","Confidence",8.8,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 40-49","Variable",24.7,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 40-49","Numerator",2900,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 40-49","Denominator",11700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 40-49","Confidence",6.1,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 50-64","Variable",24.1,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 50-64","Numerator",4600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 50-64","Denominator",19100,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with degree or equivalent and above - aged 50-64","Confidence",4.1,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-64","Variable",16.1,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-64","Numerator",8200,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-64","Denominator",50600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-64","Confidence",2.5,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-19","Variable",4.9,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-19","Numerator",,"Estimate is less than 500"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-19","Denominator",4700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 16-19","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 20-24","Variable",19.5,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 20-24","Numerator",700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 20-24","Denominator",3600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 20-24","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 25-29","Variable",26.0,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 25-29","Numerator",1000,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 25-29","Denominator",3700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 25-29","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 30-39","Variable",12.9,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 30-39","Numerator",1000,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 30-39","Denominator",7800,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 30-39","Confidence",6.6,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 40-49","Variable",20.1,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 40-49","Numerator",2300,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 40-49","Denominator",11700,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 40-49","Confidence",5.7,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 50-64","Variable",15.3,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 50-64","Numerator",2900,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 50-64","Denominator",19100,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with higher education below degree level - aged 50-64","Confidence",3.5,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with GCE A level or equivalent - aged 16-64","Variable",28.7,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with GCE A level or equivalent - aged 16-64","Numerator",14500,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with GCE A level or equivalent - aged 16-64","Denominator",50600,"Normal Value"
"Jan 2014-Dec 2014","Argyll and Bute","S12000035","% with GCE A level or equivalent - aged 16-64","Confidence",3.1,"Normal Value"
