"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with NVQ3 only - aged 50-64","Variable",11.0,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with NVQ3 only - aged 50-64","Numerator",2300,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with NVQ3 only - aged 50-64","Denominator",21100,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with NVQ3 only - aged 50-64","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-64","Variable",6.5,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-64","Numerator",4100,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-64","Denominator",63000,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-64","Confidence",6.5,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-19","Denominator",4000,"Normal Value"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2014-Dec 2014","Chesterfield","E07000034","% with Trade Apprenticeships - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
