"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 25-29","Variable",10.0,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 25-29","Numerator",2300,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 25-29","Denominator",22700,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 25-29","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 30-39","Variable",11.2,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 30-39","Numerator",4000,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 30-39","Denominator",35400,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 30-39","Confidence",4.9,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 40-49","Variable",8.7,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 40-49","Numerator",2900,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 40-49","Denominator",33000,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 40-49","Confidence",4.2,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 50-64","Variable",13.4,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 50-64","Numerator",5600,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 50-64","Denominator",41800,"Normal Value"
"Jan 2016-Dec 2016","Kingston upon Hull, City of","E06000010","% with higher education below degree level - aged 50-64","Confidence",4.5,"Normal Value"
