"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-64","Variable",99.1,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-64","Numerator",73300,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-64","Denominator",73900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-64","Confidence",2.2,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-19","Variable",100.0,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-19","Numerator",8700,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-19","Denominator",8700,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 16-19","Confidence",,"These figures are missing."
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 20-24","Variable",100.0,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 20-24","Numerator",4000,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 20-24","Denominator",4000,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 20-24","Confidence",,"These figures are missing."
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 25-49","Variable",99.2,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 25-49","Numerator",34100,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 25-49","Denominator",34400,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 25-49","Confidence",3.1,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 50+","Variable",99.3,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 50+","Numerator",53900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 50+","Denominator",54300,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of white - aged 50+","Confidence",2.3,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-64","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-64","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-64","Denominator",73900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-64","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-19","Denominator",8700,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 20-24","Denominator",4000,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 25-49","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 25-49","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 25-49","Denominator",34400,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 25-49","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 50+","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 50+","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 50+","Denominator",54300,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of ethnic minority - aged 50+","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-64","Variable",70.6,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-64","Numerator",41100,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-64","Denominator",58200,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-64","Confidence",7.5,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-19","Variable",63.6,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-19","Numerator",3400,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-19","Denominator",5300,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 16-19","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 20-24","Variable",100.0,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 20-24","Numerator",1900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 20-24","Denominator",1900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 20-24","Confidence",,"These figures are missing."
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 25-49","Variable",68.7,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 25-49","Numerator",21100,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 25-49","Denominator",30600,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 25-49","Confidence",10.4,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 50+","Variable",67.6,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 50+","Numerator",16500,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 50+","Denominator",24400,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working full-time - aged 50+","Confidence",11.7,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-64","Variable",29.4,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-64","Numerator",17100,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-64","Denominator",58200,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-64","Confidence",7.5,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-19","Variable",36.4,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-19","Numerator",1900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-19","Denominator",5300,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 16-19","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 20-24","Denominator",1900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 25-49","Variable",31.3,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 25-49","Numerator",9600,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 25-49","Denominator",30600,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 25-49","Confidence",10.4,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 50+","Variable",32.4,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 50+","Numerator",7900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 50+","Denominator",24400,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% in employment working part-time - aged 50+","Confidence",11.7,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of all in employment who work under 10 hours","Variable",8.1,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of all in employment who work under 10 hours","Numerator",4900,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of all in employment who work under 10 hours","Denominator",60600,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of all in employment who work under 10 hours","Confidence",4.4,"Normal Value"
"Jan 2019-Dec 2019","Teignbridge","E07000045","% of all in employment who work 10-34 hours","Variable",29.0,"Normal Value"
