"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","VARIABLE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-64","Variable",4.9,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-64","Numerator",,"These figures are suppressed as statistically unreliable"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-64","Denominator",58000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-64","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-19","Denominator",4700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 20-24","Denominator",8000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 25-49","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 25-49","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 25-49","Denominator",25900,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 25-49","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 50+","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 50+","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 50+","Denominator",45400,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of ethnic minority - aged 50+","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-64","Variable",66.0,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-64","Numerator",30200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-64","Denominator",45800,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-64","Confidence",9.7,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-19","Denominator",1700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 20-24","Variable",49.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 20-24","Numerator",3300,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 20-24","Denominator",6700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 20-24","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 25-49","Variable",78.3,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 25-49","Numerator",18000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 25-49","Denominator",23000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 25-49","Confidence",12.8,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 50+","Variable",52.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 50+","Numerator",8700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 50+","Denominator",16800,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working full-time - aged 50+","Confidence",14.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-64","Variable",34.0,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-64","Numerator",15600,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-64","Denominator",45800,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-64","Confidence",9.7,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-19","Denominator",1700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 20-24","Variable",50.9,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 20-24","Numerator",3400,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 20-24","Denominator",6700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 20-24","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 25-49","Variable",21.7,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 25-49","Numerator",5000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 25-49","Denominator",23000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 25-49","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 50+","Variable",47.9,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 50+","Numerator",8000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 50+","Denominator",16800,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% in employment working part-time - aged 50+","Confidence",14.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work under 10 hours","Variable",4.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work under 10 hours","Numerator",,"These figures are suppressed as statistically unreliable"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work under 10 hours","Denominator",47600,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work under 10 hours","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 10-34 hours","Variable",30.6,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 10-34 hours","Numerator",14600,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 10-34 hours","Denominator",47600,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 10-34 hours","Confidence",9.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 35-44 hours","Variable",39.4,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 35-44 hours","Numerator",18800,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 35-44 hours","Denominator",47600,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 35-44 hours","Confidence",9.7,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 45 hours or more","Variable",25.9,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 45 hours or more","Numerator",12300,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 45 hours or more","Denominator",47600,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% of all in employment who work 45 hours or more","Confidence",8.7,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - A:agriculture and fishing (SIC 2007)","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - A:agriculture and fishing (SIC 2007)","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - A:agriculture and fishing (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - A:agriculture and fishing (SIC 2007)","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - B,D,E:energy and water (SIC 2007)","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - B,D,E:energy and water (SIC 2007)","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - B,D,E:energy and water (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - B,D,E:energy and water (SIC 2007)","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - C:manufacturing (SIC 2007)","Variable",3.1,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - C:manufacturing (SIC 2007)","Numerator",1500,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - C:manufacturing (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - C:manufacturing (SIC 2007)","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - F:construction (SIC 2007)","Variable",8.4,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - F:construction (SIC 2007)","Numerator",4100,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - F:construction (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - F:construction (SIC 2007)","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)","Variable",14.2,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)","Numerator",6900,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G,I:distribution, hotels and restaurants (SIC 2007)","Confidence",6.8,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - H,J:transport and communications (SIC 2007)","Variable",6.6,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - H,J:transport and communications (SIC 2007)","Numerator",3200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - H,J:transport and communications (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - H,J:transport and communications (SIC 2007)","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Variable",16.8,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Numerator",8100,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - K-N:banking, finance and insurance (SIC 2007)","Confidence",7.3,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Variable",39.2,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Numerator",18900,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - O-Q:public admin. education and health (SIC 2007)","Confidence",9.6,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - R-U:other services (SIC 2007)","Variable",8.4,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - R-U:other services (SIC 2007)","Numerator",4000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - R-U:other services (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - R-U:other services (SIC 2007)","Confidence",,"Estimate and confidence interval unreliable since the group sample size is small (3-9)"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G-U:total services (SIC 2007)","Variable",85.3,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G-U:total services (SIC 2007)","Numerator",41100,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G-U:total services (SIC 2007)","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% all in employment who work in - G-U:total services (SIC 2007)","Confidence",6.9,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","all persons employed in public sector as % of all persons in employment","Variable",24.2,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","all persons employed in public sector as % of all persons in employment","Numerator",11700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","all persons employed in public sector as % of all persons in employment","Denominator",48200,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","all persons employed in public sector as % of all persons in employment","Confidence",8.4,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-64","Variable",29.5,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-64","Numerator",17000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-64","Denominator",57800,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-64","Confidence",8.2,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-19","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-19","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-19","Denominator",4700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 16-19","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 20-24","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 20-24","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 20-24","Denominator",8000,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 20-24","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 25-29","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 25-29","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 25-29","Denominator",3700,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 25-29","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 30-39","Variable",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 30-39","Numerator",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 30-39","Denominator",9400,"Normal Value"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 30-39","Confidence",,"Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2)"
"Jan 2020-Dec 2020","Lewes","E07000063","% with degree or equivalent and above - aged 40-49","Variable",44.4,"Normal Value"
