"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","INDUSTRY_NAME","EMPLOYMENT_SIZEBAND_NAME","LEGAL_STATUS_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","250 to 499","Private sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","250 to 499","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","500 to 999","Total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","500 to 999","Private sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","500 to 999","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","1000+","Total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","1000+","Private sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","O : Public administration and defence; compulsory social security","1000+","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Total","Total","Value",120,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Total","Private sector total","Value",110,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Total","Public sector total","Value",15,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Micro (0 to 9)","Total","Value",90,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Micro (0 to 9)","Private sector total","Value",90,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Micro (0 to 9)","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","P : Education","0 to 4","Total","Value",80,"Normal Value"
"2022","Barnsley","E08000016","P : Education","0 to 4","Private sector total","Value",80,"Normal Value"
"2022","Barnsley","E08000016","P : Education","0 to 4","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","P : Education","5 to 9","Total","Value",10,"Normal Value"
"2022","Barnsley","E08000016","P : Education","5 to 9","Private sector total","Value",5,"Normal Value"
"2022","Barnsley","E08000016","P : Education","5 to 9","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Small (10 to 49)","Total","Value",25,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Small (10 to 49)","Private sector total","Value",20,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Small (10 to 49)","Public sector total","Value",5,"Normal Value"
"2022","Barnsley","E08000016","P : Education","10 to 19","Total","Value",10,"Normal Value"
"2022","Barnsley","E08000016","P : Education","10 to 19","Private sector total","Value",10,"Normal Value"
"2022","Barnsley","E08000016","P : Education","10 to 19","Public sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","P : Education","20 to 49","Total","Value",10,"Normal Value"
"2022","Barnsley","E08000016","P : Education","20 to 49","Private sector total","Value",5,"Normal Value"
"2022","Barnsley","E08000016","P : Education","20 to 49","Public sector total","Value",5,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Medium-sized (50 to 249)","Total","Value",5,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Medium-sized (50 to 249)","Private sector total","Value",0,"Normal Value"
"2022","Barnsley","E08000016","P : Education","Medium-sized (50 to 249)","Public sector total","Value",5,"Normal Value"
"2022","Barnsley","E08000016","P : Education","50 to 99","Total","Value",0,"Normal Value"
