"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","INDUSTRY_NAME","EMPLOYMENT_SIZEBAND_NAME","LEGAL_STATUS_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","50 to 99","Total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","50 to 99","Private sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","50 to 99","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","100 to 249","Total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","100 to 249","Private sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","100 to 249","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","Large (250+)","Total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","Large (250+)","Private sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","Large (250+)","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","250 to 499","Total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","250 to 499","Private sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","250 to 499","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","500 to 999","Total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","500 to 999","Private sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","500 to 999","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","1000+","Total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","1000+","Private sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","C : Manufacturing","1000+","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","Total","Total","Value",30,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","Total","Private sector total","Value",30,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","Total","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","Micro (0 to 9)","Total","Value",25,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","Micro (0 to 9)","Private sector total","Value",25,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","Micro (0 to 9)","Public sector total","Value",0,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","0 to 4","Total","Value",20,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","0 to 4","Private sector total","Value",20,"Normal Value"
"2020","Kensington and Chelsea","E09000020","D : Electricity, gas, steam and air conditioning supply","0 to 4","Public sector total","Value",0,"Normal Value"
