"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","INDUSTRY_NAME","EMPLOYMENT_SIZEBAND_NAME","LEGAL_STATUS_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Small (10 to 49)","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Small (10 to 49)","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Small (10 to 49)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","10 to 19","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","10 to 19","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","10 to 19","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","20 to 49","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","20 to 49","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","20 to 49","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Medium-sized (50 to 249)","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Medium-sized (50 to 249)","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Medium-sized (50 to 249)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","50 to 99","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","50 to 99","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","50 to 99","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","100 to 249","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","100 to 249","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","100 to 249","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Large (250+)","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Large (250+)","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","Large (250+)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","250 to 499","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","250 to 499","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","250 to 499","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","500 to 999","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","500 to 999","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","500 to 999","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","1000+","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","1000+","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","O : Public administration and defence; compulsory social security","1000+","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Total","Total","Value",240,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Total","Private sector total","Value",225,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Total","Public sector total","Value",10,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Micro (0 to 9)","Total","Value",190,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Micro (0 to 9)","Private sector total","Value",190,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Micro (0 to 9)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","0 to 4","Total","Value",175,"Normal Value"
"2017","Greenwich","E09000011","P : Education","0 to 4","Private sector total","Value",175,"Normal Value"
"2017","Greenwich","E09000011","P : Education","0 to 4","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","5 to 9","Total","Value",15,"Normal Value"
"2017","Greenwich","E09000011","P : Education","5 to 9","Private sector total","Value",15,"Normal Value"
"2017","Greenwich","E09000011","P : Education","5 to 9","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Small (10 to 49)","Total","Value",25,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Small (10 to 49)","Private sector total","Value",25,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Small (10 to 49)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","10 to 19","Total","Value",20,"Normal Value"
"2017","Greenwich","E09000011","P : Education","10 to 19","Private sector total","Value",20,"Normal Value"
"2017","Greenwich","E09000011","P : Education","10 to 19","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","20 to 49","Total","Value",10,"Normal Value"
"2017","Greenwich","E09000011","P : Education","20 to 49","Private sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","20 to 49","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Medium-sized (50 to 249)","Total","Value",15,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Medium-sized (50 to 249)","Private sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Medium-sized (50 to 249)","Public sector total","Value",10,"Normal Value"
"2017","Greenwich","E09000011","P : Education","50 to 99","Total","Value",10,"Normal Value"
"2017","Greenwich","E09000011","P : Education","50 to 99","Private sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","50 to 99","Public sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","100 to 249","Total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","100 to 249","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","100 to 249","Public sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Large (250+)","Total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Large (250+)","Private sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","Large (250+)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","250 to 499","Total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","250 to 499","Private sector total","Value",5,"Normal Value"
"2017","Greenwich","E09000011","P : Education","250 to 499","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","500 to 999","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","500 to 999","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","500 to 999","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","1000+","Total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","1000+","Private sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","P : Education","1000+","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Total","Total","Value",720,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Total","Private sector total","Value",720,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Total","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Micro (0 to 9)","Total","Value",620,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Micro (0 to 9)","Private sector total","Value",620,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Micro (0 to 9)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","0 to 4","Total","Value",560,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","0 to 4","Private sector total","Value",560,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","0 to 4","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","5 to 9","Total","Value",55,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","5 to 9","Private sector total","Value",55,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","5 to 9","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Small (10 to 49)","Total","Value",90,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Small (10 to 49)","Private sector total","Value",90,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","Small (10 to 49)","Public sector total","Value",0,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","10 to 19","Total","Value",60,"Normal Value"
"2017","Greenwich","E09000011","Q : Human health and social work activities","10 to 19","Private sector total","Value",60,"Normal Value"
